,,GSM596123,GSM596124,GSM596127,GSM596128,GSM596131,GSM596132,GSM596125,GSM596126,GSM596129,GSM596130,GSM596133,GSM596134
AT3G17700, cyclic nucleotide-binding transporter 1  member of a family  of cyclic nucleotide gated channels. - [ AT3G17700 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ][ AT3G17700 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ][ AT3G17700 / P: involved in defense response to fungus / Publication:501748728 ],6.700134569,6.838833747,6.786969393,7.140085564,5.659989598,5.090901733,6.530692222,6.48375011,6.925035656,6.91908842,5.604364421,6.477946579
AT3G18165, Encodes MOS4 (Modifier of snc1  4)  a nuclear protein homologous to human Breast Cancer-Amplified Sequence (BCAS2).  MOS4 interacts with AtCDC5 and PRL1.  All three proteins are essential for plant innate immunity. - [ AT3G18165.1 / C: located in nucleolus / Publication:501714224 ][ AT3G18165 / F: has protein binding / Publication:501733455 ][ AT3G18165 / P: involved in RNA methylation / Publication:501748728 ][ AT3G18165 / P: involved in defense response to bacterium / Publication:501722483 ],6.996032681,6.919899917,7.013994991,6.939109312,6.648807839,6.962453804,7.010516817,7.078196729,6.905868811,7.1572405,7.09956461,7.18451452
AT3G18190,[ AT3G18190.1 / P: involved in cellular protein metabolic process / AnalysisReference:501748310 ][ AT3G18190 / P: involved in proteasomal protein catabolic process / Publication:501748728 ][ AT3G18190.1 / P: involved in protein folding / AnalysisReference:501748310 ],8.282922868,8.197382356,8.355096986,8.36149029,7.961580661,8.197142524,8.249104132,8.241260907,8.392608024,8.543776906,7.834323635,7.612094622
AT3G18210,[ AT3G18210.2 / F: has oxidoreductase activity  acting on paired donors  with incorporation or reduction of molecular oxygen / AnalysisReference:501748310 ][ AT3G18210.2 / C: located in nucleus / AnalysisReference:501750651 ][ AT3G18210.2 / F: has L-ascorbic acid binding / AnalysisReference:501748310 ],6.509715216,6.427257372,6.438858159,6.360782348,5.97484914,6.260360712,6.525242011,6.549739642,6.364213411,6.435427096,5.831856352,6.051643843
AT3G18690, Encodes a nuclear-localized member of a plant specific gene family involved in mediating responses to pathogens. Interacts with WRKY transcriptional regulators. - [ AT3G18690 / F: has protein binding / Publication:501741439 ][ AT3G18690 / F: has protein binding / Publication:501741439 ][ AT3G18690 / F: has protein binding / Publication:501741439 ][ AT3G18690 / P: involved in defense response signaling pathway  resistance gene-dependent / Publication:501716337 ],6.649017965,6.581421827,6.421432408,6.523336544,5.643880809,5.149580378,6.267537089,6.397282004,6.922065017,6.578094186,4.919040987,5.479645852
AT3G18780, Encodes an actin that is constitutively expressed in vegetative structures but not pollen. ACT2 is involved in tip growth of root hairs. - [ AT3G18780 / P: involved in cellulose metabolic process / Publication:501748728 ][ AT3G18780 / P: involved in Golgi organization / Publication:501748728 ][ AT3G18780.1 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT3G18780.2 / F: has ATP binding / AnalysisReference:501748310 ],10.84433391,10.85198634,11.28662617,11.14739412,10.1499169,10.52165588,10.54549125,10.72574286,11.14323462,11.1807356,10.46860913,9.278483689
AT3G18820,[ AT3G18820 / P: involved in root hair elongation / Publication:501748728 ][ AT3G18820 / P: involved in vacuole organization / Publication:501748728 ][ AT3G18820 / F: functions in GTP binding / Communication:501714663 ][ AT3G18820.1 / F: has GTP binding / AnalysisReference:501748310 ],8.596351693,8.492915292,8.705902916,8.814663984,8.155569443,7.580432117,8.612451126,8.499083529,8.725423753,8.505345233,8.514776886,8.284459328
AT3G19100,[ AT3G19100 / F: functions in calcium ion binding / Communication:501714663 ][ AT3G19100 / F: has calcium-dependent protein serine/threonine phosphatase activity / Communication:501714663 ][ AT3G19100.1 / F: has transferase activity  transferring phosphorus-containing groups / AnalysisReference:501748310 ],6.596614086,6.438111342,6.949458231,7.000416592,5.401031843,4.922472113,6.605826558,6.600508585,5.623403038,7.055476548,7.146782506,6.922199465
AT3G19270, Encodes a protein with ABA 8'-hydroxylase activity  involved in ABA catabolism. Member of the CYP707A gene family. - [ AT3G19270.1 / F: has iron ion binding / AnalysisReference:501748310 ][ AT3G19270.1 / F: has heme binding / AnalysisReference:501748310 ][ AT3G19270.1 / F: has electron carrier activity / AnalysisReference:501748310 ][ AT3G19270.1 / P: involved in oxidation-reduction process / AnalysisReference:501748310 ],4.16867336,4.1276314,4.226372053,4.159790178,3.718086264,3.858193421,4.281897202,4.384321974,4.691073094,4.337298612,4.375990482,3.771212272
AT3G20190,[ AT3G20190 / P: involved in pollen tube growth / Publication:501748728 ][ AT3G20190 / P: involved in pollen tube growth / Publication:501748728 ][ AT3G20190.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT3G20190 / P: involved in actin filament-based movement / Publication:501748728 ],3.530701406,3.768171216,3.930646625,4.134897351,3.647382319,3.787435504,3.211772915,3.401045711,3.963935613,3.968126723,3.7458272,3.780055357
AT3G20210, Encodes a vacuolar processing enzyme with caspase-1-like activity that is specifically expressed in inner integument of developing seeds.  Mutants display abnormal seed coat development.  It is speculated to be involved in cell death of limited cell layers  the purpose of which is to form a seed coat. - [ AT3G20210 / P: involved in gibberellic acid mediated signaling pathway / Publication:501748728 ][ AT3G20210 / P: involved in gibberellin biosynthetic process / Publication:501748728 ][ AT3G20210 / P: involved in gibberellic acid mediated signaling pathway / Publication:501748728 ],3.49598035,3.630468892,3.882284837,4.051800948,3.514815401,3.633120475,3.447892731,3.45164488,4.020498535,3.799587372,3.758586782,3.493228616
AT3G20310, Encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ATERF-7). The protein contains one AP2 domain. Phosphorylated by PKS3 in vitro. Involved in ABA-mediated responses. Acts as a repressor of GCC boxmediated transcription together with AtSin3 and HDA19. - [ AT3G20310.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT3G20310 / P: involved in negative regulation of transcription  DNA-dependent / Publication:501716398 ][ AT3G20310 / P: involved in response to water deprivation / Publication:501716398 ],6.623945669,6.579793751,6.880090793,6.625722951,5.660870337,6.115338781,6.692867985,6.394709852,6.992098721,6.700223422,6.548366679,5.800186677
AT3G20630, Encodes a ubiquitin-specific protease.  Identical to TTN6. Loss of function mutations are embryo lethals  having development arrested at the preglobular/globular stage.  Also involved in root responses to phosphate deficiency. - [ AT3G20630 / P: involved in embryo development ending in seed dormancy / Publication:501680082 ][ AT3G20630.1 / F: has zinc ion binding / AnalysisReference:501748310 ][ AT3G20630 / P: involved in protein deubiquitination / Publication:501680082 ][ AT3G20630.1 / C: located in cytosol / Publication:501741191 ],4.388666697,4.430566346,5.114227398,5.397191709,4.169994672,4.261720993,4.89561531,5.255458516,5.278678676,4.875004686,4.796491899,3.719913008
AT3G22110, Encodes the alpha-3 subunit of 20s proteasome. - [ AT3G22110.1 / P: involved in ubiquitin-dependent protein catabolic process / AnalysisReference:501748310 ][ AT3G22110.1 / C: located in vacuole / Publication:501712581 ][ AT3G22110.1 / F: has threonine-type endopeptidase activity / AnalysisReference:501748310 ],9.130796863,9.112660206,8.99289242,9.040415591,8.700768023,9.032328235,8.984832248,9.221489137,8.766753121,8.635924429,8.705045004,8.518735167
AT3G22200, Genetically redundant with POP3;mediates pollen tube guidance. Double mutants are self sterile; gamma-aminobutyrate transaminase subunit precursor; nuclear gene for mitochondrial product. Encodes gamma-aminobutyrate transaminase that uses pyruvate instead of alpha-ketoglutarate as cosubstrate. Mutations in POP2/HER1 render roots resistant to the inhibitory growth effects of the volatile organic compound E-2-hexenal implicated in plant defense. - [ AT3G22200 / P: involved in gamma-aminobutyric acid catabolic process / Publication:501707689 ][ AT3G22200 / P: involved in glutamine metabolic process / Publication:501751690 ][ AT3G22200 / P: involved in sucrose metabolic process / Publication:501751690 ],9.199533565,9.277477996,8.864459033,8.965200784,8.595138667,8.146495202,9.412191823,9.875717978,9.271680574,9.048708552,10.34966219,9.497160907
AT3G22400,[ AT3G22400 / P: involved in jasmonic acid biosynthetic process / Publication:501748728 ][ AT3G22400 / P: involved in defense response to insect / : ][ AT3G22400 / P: involved in root development / Publication:501721255 ][ AT3G22400.1 / C: located in chloroplast / Publication:501712079 ],4.210819261,4.2365461,4.502980468,4.807248461,4.55658271,4.144245673,4.464062231,4.498960082,4.402238601,4.59594429,3.752340496,4.280363339
AT3G23010,[ AT3G23010 / P: involved in response to molecule of bacterial origin / Publication:501748728 ][ AT3G23010 / P: involved in stamen development / Publication:501748728 ][ AT3G23010.1 / C: located in plasma membrane / AnalysisReference:501750651 ][ AT3G23010 / P: involved in signal transduction / Publication:501683138 ],3.484230109,3.866463027,4.087145071,4.00921446,3.857246883,3.703913531,3.770459538,3.906529948,4.226709338,3.818667963,3.546564946,3.526637528
AT3G23240, encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ERF1). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1  ATERF-2  AND ATERF-5. EREBP like protein that binds GCC box of ethylene regulated promoters such as basic chitinases. Constitutive expression of ERF1 phenocopies ethylene over production. Involved in ethylene signaling cascade downstream of EIN2 and EIN3. - [ AT3G23240 / F: has sequence-specific DNA binding transcription factor activity / Publication:1947 ][ AT3G23240.1 / F: has DNA binding / AnalysisReference:501748310 ][ AT3G23240.1 / P: involved in regulation of transcription  DNA-dependent / AnalysisReference:501748310 ],4.749453684,4.778390089,4.509364973,4.790528082,4.124985982,3.685489288,4.749453684,4.834965707,4.329720718,4.467745077,3.770702953,4.118851844
AT3G23590,[ AT3G23590 / C: located in mediator complex / Publication:501722545 ][ AT3G23590 / P: involved in regulation of phenylpropanoid metabolic process / Publication:501746160 ][ AT3G23590 / P: involved in root hair cell differentiation / Publication:501748728 ],7.465133754,7.445709066,7.092212914,6.989276828,6.361899253,6.89143929,7.259478554,7.014405054,7.080226704,7.196653402,7.186212614,6.659412653
AT3G23920, Encodes a chloroplast beta-amylase. Is necessary for leaf starch breakdown in the absence of BAM3. - [ AT3G23920.1 / P: involved in carbohydrate metabolic process / AnalysisReference:501748310 ][ AT3G23920.1 / F: has cation binding / AnalysisReference:501748310 ][ AT3G23920.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT3G23920.1 / F: has beta-amylase activity / AnalysisReference:501748310 ],7.324589063,7.328268447,8.435918071,8.782701809,7.32439292,7.498633848,7.823004331,7.60924738,8.433800124,8.592321028,11.35360213,10.09342245
AT3G24500, One of three genes in A. thaliana encoding multiprotein bridging factor 1  a highly conserved transcriptional coactivator.  May serve as a bridging factor between a bZIP factor and TBP.  Its expression is specifically elevated in response to pathogen infection  salinity  drought  heat - [ AT3G24500.1 / F: has DNA binding / AnalysisReference:501748310 ][ AT3G24500 / F: has sequence-specific DNA binding transcription factor activity / Publication:2298 ][ AT3G24500 / C: located in nucleolus / Publication:501718099 ][ AT3G24500 / P: involved in transcription  DNA-dependent / Communication:501714663 ],5.315153772,5.361220939,5.919587322,5.521368455,4.459060276,4.934796377,5.886732892,5.559840362,6.062437226,6.119150034,8.978106295,6.782931746
AT3G24900,[ AT3G24900 / P: involved in defense response / Communication:501714663 ][ AT3G24900 / P: involved in signal transduction / Publication:501683138 ],3.185071543,3.389012178,3.810856538,4.074462209,3.420511744,3.330988086,3.310064725,3.396245879,3.876009523,3.744340614,3.42485809,3.266605996
AT3G25050, encodes a xyloglucan endotransglucosylase/hydrolase. Higher expression in flowers and in response to IAA treatment. - [ AT3G25050.1 / F: has hydrolase activity  hydrolyzing O-glycosyl compounds / AnalysisReference:501748310 ][ AT3G25050 / F: has xyloglucan:xyloglucosyl transferase activity / Publication:1545928 ][ AT3G25050 / P: involved in plant-type cell wall biogenesis / Publication:1545928 ],3.757210809,3.745673505,4.245738195,4.049739321,3.56931708,3.757082379,3.817568201,3.834551941,4.257896455,4.052665481,3.6841174,3.664759493
AT3G25510,[ AT3G25510.1 / F: has ADP binding / AnalysisReference:501748310 ][ AT3G25510.1 / F: has nucleotide binding / AnalysisReference:501748310 ][ AT3G25510.1 / P: involved in defense response / AnalysisReference:501748310 ][ AT3G25510.1 / C: located in intracellular / AnalysisReference:501748310 ],3.367365017,3.487500561,4.200163413,3.908318115,3.417891495,3.550621555,3.449429825,3.664517607,4.206107502,3.858765852,3.613858765,3.575715433
AT3G25780, Encodes allene oxide cyclase  one of the enzymes involved in jasmonic acid biosynthesis.  One of four genes in Arabidopsis that encode this enzyme.  mRNA expression is upregulated in senescing leaves.  Note: Nomenclature for Arabidopsis allene oxide cyclase 3 (AOC3  AT3G25780) gene is based on Stenzel et al. 2003 Plant Molecular Biology 51:895-911. AOC3 (AT3G25780) is also referred to as AOC2 in He et al. 2002 Plant Physiology  128:876-884. - [ AT3G25780 / P: involved in salicylic acid mediated signaling pathway / Publication:501748728 ][ AT3G25780 / C: located in plasma membrane / Publication:501750648 ][ AT3G25780.1 / F: has isomerase activity / AnalysisReference:501748310 ][ AT3G25780.1 / C: located in vacuolar membrane / Publication:501720626 ],4.245190761,4.199917888,5.961755531,7.06528369,4.988490066,3.356024104,5.47078485,4.330990409,4.788607105,4.940171183,4.70984829,6.376189819
AT3G26450,[ AT3G26450 / P: involved in response to salt stress / Publication:501748728 ][ AT3G26450 / P: involved in water transport / Publication:501748728 ][ AT3G26450.1 / P: involved in defense response / AnalysisReference:501748310 ][ AT3G26450 / F: has molecular_function / Communication:501683652 ],8.930247846,8.961557779,9.029641561,9.337652727,8.101868145,8.922982742,9.167647427,9.382678362,9.584803277,8.950881567,8.860641174,7.211684783
AT3G26520, gamma tonoplast intrinsic protein 2 (TIP2). expressed throughout the plant and transcript level is increased upon NaCl or ABA treatments. NaCl stress-sensitive yeast mutant strains exhibit more resistance to salt when expressing this protein. - [ AT3G26520.1 / C: located in integral to membrane / AnalysisReference:501748310 ][ AT3G26520.1 / C: located in Golgi apparatus / Publication:501747810 ][ AT3G26520 / C: located in vacuole / Publication:501750648 ][ AT3G26520 / P: involved in anthocyanin accumulation in tissues in response to UV light / Publication:501748728 ],12.50771657,12.49126293,12.42800714,12.26788532,12.13196592,12.35468907,12.39148761,12.3016792,12.06405443,11.88386974,10.14630409,8.794867286
AT3G27210,[ AT3G27210.1 / P: has protein modification of type N-terminal protein myristoylation / Publication:501710157 ][ AT3G27210.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT3G27210 / P: involved in positive regulation of flavonoid biosynthetic process / Publication:501748728 ],6.572816712,7.02831272,6.764796395,7.178432727,5.96625995,4.174894103,7.546816648,7.224130092,7.373457096,7.4013332,7.071844575,8.339292955
AT3G27240,[ AT3G27240 / C: located in mitochondrial respiratory chain / Communication:501714663 ][ AT3G27240.1 / F: has electron carrier activity / AnalysisReference:501748310 ][ AT3G27240 / P: involved in photorespiration / Publication:501748728 ][ AT3G27240 / P: involved in ubiquitin-dependent protein catabolic process / Publication:501748728 ],8.347989688,8.456782915,8.351981762,8.570782369,7.874784173,8.570034969,8.355481303,8.313996916,8.261740614,8.255914165,7.797180368,7.16650017
AT3G28550,[ AT3G28550.1 / F: functions as structural constituent of cell wall / AnalysisReference:501748310 ][ AT3G28550.1 / P: involved in plant-type cell wall organization / AnalysisReference:501748310 ][ AT3G28550.1 / P: involved in plant-type cell wall organization / AnalysisReference:501748310 ],3.897206494,4.145870779,4.033457407,4.180637787,3.421924468,3.64503327,4.107261147,4.278337976,4.358058419,4.049414156,3.672264226,3.964557597
AT3G30775, Encodes a proline oxidase that is predicted to localize to the inner mitochondrial membrane  its mRNA expression induced by high levels of Al and by osmotic stress.  The promoter contains an L-proline-inducible element. - [ AT3G30775 / P: involved in proline catabolic process / Communication:501714663 ][ AT3G30775 / P: involved in glutamate biosynthetic process / Communication:501714663 ][ AT3G30775.1 / P: involved in oxidation-reduction process / AnalysisReference:501748310 ],8.300395841,7.374034911,7.596663766,7.204240763,6.413574484,7.384575071,6.107881025,6.466691086,6.085441274,6.039139895,5.429159838,4.506551215
AT3G32400,[ AT3G32400 / F: functions in actin binding / Publication:501712856 ][ AT3G32400.1 / F: has actin binding / AnalysisReference:501748310 ][ AT3G32400.1 / P: involved in actin cytoskeleton organization / AnalysisReference:501748310 ][ AT3G32400.1 / P: involved in cellular component organization / AnalysisReference:501748310 ],4.153070246,4.337559819,4.713045137,4.288032521,3.736710975,3.910513877,3.766364886,4.997279,4.259547404,4.40723243,3.74365473,3.939551538
AT3G42050,[ AT3G42050.1 / P: involved in ATP hydrolysis coupled proton transport / AnalysisReference:501748310 ][ AT3G42050 / C: located in vacuolar membrane / Publication:501718909 ][ AT3G42050 / P: involved in protein glycosylation / Publication:501748728 ][ AT3G42050 / P: involved in protein glycosylation / Publication:501748728 ],9.547882458,9.492609842,9.368896441,9.423502193,8.938361757,9.21059835,9.45816716,9.429845807,9.540887797,9.341043539,8.95368435,8.406821611
AT3G43600, Encodes an aldehyde oxidase. AAO2 does not appear to act on abscisic aldehyde in vitro but it is possible that it may function in abscisic acid biosynthesis when the activity of At2g27150 (AAO3)  the primary abscisic aldehyde oxidase  is lost. - [ AT3G43600.1 / F: has metal ion binding / AnalysisReference:501748310 ][ AT3G43600.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT3G43600.1 / F: has 2 iron  2 sulfur cluster binding / AnalysisReference:501748310 ][ AT3G43600.1 / F: has electron carrier activity / AnalysisReference:501748310 ],6.818425086,6.688001014,6.70488107,6.807659464,5.508739164,6.204257315,6.599592458,6.75605962,6.624723107,6.897632181,4.640679996,5.10968059
AT3G43720,[ AT3G43720 / F: functions in lipid binding / Communication:501714663 ][ AT3G43720.1 / C: located in plasma membrane / AnalysisReference:501750651 ][ AT3G43720 / P: involved in cell wall biogenesis / Publication:501748728 ][ AT3G43720 / C: located in membrane / Publication:501714762 ],9.145510493,9.090760323,8.626814999,8.578295982,7.881695034,8.914572056,8.904362179,9.098123621,8.392608024,7.851058901,7.940394304,6.851930611
AT3G44100,[ AT3G44100 / P: involved in biological_process / Communication:501683652 ][ AT3G44100.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT3G44100.1 / C: located in vacuole / Publication:501714874 ][ AT3G44100 / C: located in anchored to membrane / Publication:501706978 ],8.691838775,8.913965166,8.895244553,9.136680305,8.349290919,8.613409889,9.109909336,9.060721483,8.821014866,9.006438412,10.20455049,9.519187702
AT3G44400,[ AT3G44400.1 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT3G44400.1 / P: involved in signal transduction / AnalysisReference:501748310 ][ AT3G44400.2 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT3G44400.2 / F: has nucleoside-triphosphatase activity / AnalysisReference:501748310 ],3.450347381,3.440954075,3.719131729,4.068446437,3.314558026,3.173449723,3.117750995,3.15729372,4.100019722,3.861029445,3.19442538,3.21574887
AT3G45040, Encodes a putative dolichol kinase. - [ AT3G45040 / P: involved in innate immune response / Publication:501748728 ][ AT3G45040 / P: involved in endoplasmic reticulum unfolded protein response / Publication:501748728 ][ AT3G45040 / C: located in membrane / Communication:501714663 ][ AT3G45040 / P: involved in phospholipid biosynthetic process / Communication:501714663 ],6.932839404,7.091283265,7.279579956,7.830627285,6.906230676,6.027531403,6.834688671,6.885811756,7.097848171,7.277914796,6.948482924,7.603951531
AT3G45140, Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection. - [ AT3G45140 / P: involved in chlorophyll metabolic process / Publication:501748728 ][ AT3G45140 / P: involved in cellular amino acid biosynthetic process / Publication:501748728 ][ AT3G45140 / P: involved in response to herbivore / Publication:501679378 ],12.05301965,12.25368836,12.32279789,12.41808555,11.38892697,9.471903012,12.53993772,12.04212456,11.95798332,11.4928832,8.891791231,10.6690465
AT3G45970, member of EXPANSIN-LIKE. Naming convention from the Expansin Working Group (Kende et al  2004. Plant Mol Bio) - [ AT3G45970.1 / C: located in Golgi apparatus / Publication:501747810 ][ AT3G45970.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT3G45970 / P: involved in unidimensional cell growth / Publication:1546271 ][ AT3G45970.1 / C: located in plasmodesma / Publication:501742898 ],8.617134814,7.99765628,8.553021473,9.089060442,9.141942453,7.140371487,6.972073599,6.943529401,5.830706679,5.932916348,8.106409379,8.968232691
AT3G45990,[ AT3G45990.1 / F: has actin binding / AnalysisReference:501748310 ][ AT3G45990.1 / C: located in intracellular / AnalysisReference:501748310 ][ AT3G45990 / P: involved in biological_process / Communication:1345790 ][ AT3G45990 / C: located in intracellular / Communication:501714663 ],3.405837123,3.555901314,3.751174259,3.867054957,3.635226812,3.691995956,3.536402464,3.658226028,3.914903046,3.769760218,3.673274278,3.67780367
AT3G46510, Encodes a protein containing a UND  a U-box  and an ARM domain. This protein has E3 ubiquitin ligase activity based on in vitro assays.  Can be phosphorylated in vitro by MLPK  ARK1  and ARK2 but not by SD1-29. - [ AT3G46510 / F: has transmembrane receptor protein serine/threonine kinase binding / Publication:501725140 ][ AT3G46510 / F: has transmembrane receptor protein serine/threonine kinase binding / Publication:501725140 ][ AT3G46510 / P: involved in protein ubiquitination / Publication:501711683 ],7.977824258,8.014684765,8.063450778,7.989876634,7.531051027,7.640121282,8.070930343,8.213774618,8.066359448,7.913348196,7.56196487,7.147847758
AT3G46970, Encodes a cytosolic alpha-glucan phosphorylase. In vitro  the enzyme has a preference for branched polysaccharides  such as glycogen. - [ AT3G46970.1 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT3G46970 / P: involved in response to water deprivation / Publication:501712724 ][ AT3G46970.1 / C: located in cytosol / Publication:501741191 ][ AT3G46970 / P: involved in starch biosynthetic process / Publication:501748728 ],11.39940244,11.62732346,10.95625982,11.1895067,10.96189191,9.584989704,11.54409384,11.63743524,10.99562285,11.16212648,8.195999085,10.08358152
AT3G47480,[ AT3G47480 / P: involved in respiratory burst involved in defense response / Publication:501748728 ][ AT3G47480 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ][ AT3G47480.1 / C: located in plasma membrane / AnalysisReference:501750651 ],3.715839553,3.549944514,4.49112488,4.303423545,3.727907322,3.736749751,3.381826193,3.69208001,4.498117636,4.245722383,3.476563394,3.595362193
AT3G47570,[ AT3G47570 / P: involved in protein phosphorylation / Communication:501714663 ][ AT3G47570.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT3G47570.1 / F: has protein serine/threonine kinase activity / AnalysisReference:501748310 ][ AT3G47570.1 / F: has ATP binding / AnalysisReference:501748310 ],5.978159389,6.067516257,5.373644405,5.596322752,5.218102921,4.643143855,5.652153111,5.931244251,5.479009692,5.706247588,4.125898105,5.051386252
AT3G47600, Encodes a putative transcription factor (MYB94). - [ AT3G47600 / P: involved in response to abscisic acid stimulus / Publication:501718564 ][ AT3G47600 / P: involved in regulation of transcription  DNA-dependent / Publication:1345963 ][ AT3G47600 / P: involved in response to karrikin / Publication:501736304 ],5.699939839,5.393948249,5.459877983,5.206905728,4.376706048,4.848850236,5.572074951,5.354668113,5.777263126,5.567233552,6.319783376,5.28584292
AT3G48360, encodes a protein (BT2) that is an essential component of the TAC1-mediated telomerase activation pathway. Acts redundantly with BT3 and BT1 during female gametophyte development and with BT3 during male gametophyte development. BT2 also mediates multiple responses to nutrients  stresses  and hormones. - [ AT3G48360 / P: involved in response to salt stress / Publication:501713017 ][ AT3G48360 / F: contributes to sequence-specific DNA binding transcription factor activity / Publication:501720789 ][ AT3G48360 / P: involved in circadian rhythm / Publication:501730524 ],4.827551934,3.772037818,6.546280627,6.678232356,9.024359419,6.57871978,4.211446736,4.129040308,4.164034129,4.031703914,4.190167611,4.27251921
AT3G48760,[ AT3G48760 / P: involved in endoplasmic reticulum unfolded protein response / Publication:501748728 ][ AT3G48760 / P: involved in endoplasmic reticulum unfolded protein response / Publication:501748728 ][ AT3G48760 / P: involved in abscisic acid mediated signaling pathway / Publication:501748728 ],7.580309811,7.586898101,7.481467668,7.642789794,6.930280485,6.444675191,7.586898101,7.601739209,7.839791874,7.763935038,7.553408133,7.563427534
AT3G49350,[ AT3G49350 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ][ AT3G49350.1 / P: involved in regulation of Rab GTPase activity / AnalysisReference:501748310 ][ AT3G49350 / P: involved in cellular membrane fusion / Publication:501748728 ],6.203683088,6.430399475,6.240980094,6.752352591,5.705644975,5.305599519,6.050543227,6.137470739,6.365411537,6.44915919,5.306789317,5.933413003
AT3G49530, Transcription factor that serves as a molecular link between cold signals and pathogen resistance  responses.  Undergoes proteolytic processing triggered by cold-induced changes in membrane fluidity. - [ AT3G49530 / P: involved in cellular response to cold / Publication:501735823 ][ AT3G49530 / P: involved in response to chitin / Publication:501722879 ][ AT3G49530 / C: located in nucleus / Publication:501735823 ][ AT3G49530.1 / C: located in nucleus / AnalysisReference:501750651 ],6.386273453,6.32945589,6.683257277,7.089396717,6.165536447,5.560167845,6.325060781,6.420799402,6.707676034,7.04110284,6.453479931,7.286134785
AT3G50210,[ AT3G50210.3 / P: involved in oxidation-reduction process / AnalysisReference:501748310 ][ AT3G50210.2 / F: has oxidoreductase activity  acting on paired donors  with incorporation or reduction of molecular oxygen  2-oxoglutarate as one donor  and incorporation of one atom each of oxygen into both donors / AnalysisReference:501748310 ],7.440271712,7.501928302,7.460815599,7.668340397,6.680948981,5.662774165,7.65551675,7.562142036,8.094660099,8.129041701,6.272134754,6.954852249
AT3G50260, Encodes a member of the DREB subfamily A-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. Involved in defense and freezing stress responses. There are 16 members in this subfamily including RAP2.1  RAP2.9 and RAP2.10. - [ AT3G50260 / F: functions in DNA binding / Communication:501714663 ][ AT3G50260 / F: has sequence-specific DNA binding transcription factor activity / Publication:1345963 ][ AT3G50260 / P: involved in defense response to bacterium / Publication:501733490 ],6.245518062,6.34653045,7.444398374,8.421165883,7.890678759,4.962020998,6.187351,6.112449101,6.478931052,6.569983375,4.98517237,7.787113588
AT3G50410, Arabidopsis Dof protein containing a single 51-amino acid zinc finger DNA-binding domain  which may play an important roles in plant growth and development. - [ AT3G50410 / P: involved in positive regulation of transcription  DNA-dependent / Publication:571 ][ AT3G50410 / F: has sequence-specific DNA binding transcription factor activity / Publication:1345963 ][ AT3G50410.1 / P: involved in regulation of transcription  DNA-dependent / AnalysisReference:501748310 ],4.516961177,4.553501429,5.314118553,5.057810171,4.381605151,4.53004642,4.716014623,4.88906778,5.212506023,5.19523651,4.568763306,4.181408679
AT3G50700, zinc finger protein  similar to maize Indeterminate1 (ID1) - [ AT3G50700 / P: involved in regulation of hydrogen peroxide metabolic process / Publication:501748728 ][ AT3G50700 / P: involved in regulation of transcription  DNA-dependent / Publication:501748728 ][ AT3G50700 / P: involved in regulation of transcription  DNA-dependent / Publication:1345963 ],8.406524802,8.228269012,8.521886258,7.98100835,8.269873414,7.700739137,8.298406333,8.037837885,8.803289495,8.322931334,5.359537468,6.880317414
AT3G50950,[ AT3G50950.2 / P: involved in defense response / AnalysisReference:501748310 ][ AT3G50950.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT3G50950.1 / P: involved in defense response / AnalysisReference:501748310 ][ AT3G50950.1 / F: has ADP binding / AnalysisReference:501748310 ],8.336272809,8.505213633,8.867263764,9.454277194,9.183761617,7.624882515,8.505501772,8.462512875,8.696403031,8.851804263,7.408628808,9.348254689
AT3G51260, 20S proteosomal alpha subunits.  Interacts with SnRK  SKP1/ASK1 during proteasomal binding of an SCF ubiquitin ligase. - [ AT3G51260 / P: involved in glycolysis / Publication:501748728 ][ AT3G51260 / P: involved in response to salt stress / Publication:501748728 ][ AT3G51260 / C: is subunit of proteasome complex / Publication:501738279 ][ AT3G51260 / P: involved in response to salt stress / Publication:501748728 ],8.313957604,8.334775092,8.133928476,8.267822191,7.605627861,8.069281458,8.246191713,8.61124677,8.359952877,8.167757765,8.022819723,7.616965501
